timestamp,cpu,ram2026-04-01 21:46:47.994917,8.5,63.7
2026-04-01 21:48:32.267214,17.6,62.6
2026-04-01 22:06:18.609094,4.3,58.8
2026-04-01 22:06:23.840842,1.2,58.6
